uid	|	parent_uid	|	name	|	rank	|	sourceinfo	|	uniqname	|	flags	|	
5205104	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBb-TamoA-05	|	species	|	ncbi:1238070	|		|	environmental	|	
5205249	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBb-TamoA-24	|	species	|	ncbi:1238088	|		|	environmental	|	
5205117	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBb-T16S-01	|	species	|	ncbi:1238059	|		|	environmental	|	
5571648	|	102415	|	uncultured marine thaumarchaeote KM3_75_C09	|	species	|	ncbi:1456277	|		|	environmental,not_otu	|	
5571563	|	102415	|	uncultured marine thaumarchaeote KM3_72_A09	|	species	|	ncbi:1456261	|		|	environmental,not_otu	|	
5571856	|	102415	|	uncultured marine thaumarchaeote KM3_72_D04	|	species	|	ncbi:1456262	|		|	environmental,not_otu	|	
5571734	|	102415	|	uncultured marine thaumarchaeote AD1000_71_D06	|	species	|	ncbi:1455937	|		|	environmental,not_otu	|	
5571809	|	102415	|	uncultured marine thaumarchaeote KM3_45_E05	|	species	|	ncbi:1456156	|		|	environmental,not_otu	|	
5205101	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa1b9-02	|	species	|	ncbi:1238023	|		|	environmental	|	
5571980	|	102415	|	uncultured marine thaumarchaeote KM3_201_G04	|	species	|	ncbi:1456094	|		|	environmental,not_otu	|	
5571714	|	102415	|	uncultured marine thaumarchaeote SAT1000_04_B06	|	species	|	ncbi:1456354	|		|	environmental,not_otu	|	
5205241	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa2b1-18	|	species	|	ncbi:1238057	|		|	environmental	|	
5571660	|	102415	|	uncultured marine thaumarchaeote KM3_176_H06	|	species	|	ncbi:1456057	|		|	environmental,not_otu	|	
5572093	|	102415	|	uncultured marine thaumarchaeote KM3_178_G06	|	species	|	ncbi:1456060	|		|	environmental,not_otu	|	
5571722	|	102415	|	uncultured marine thaumarchaeote KM3_66_A07	|	species	|	ncbi:1456227	|		|	environmental,not_otu	|	
5571924	|	102415	|	uncultured marine thaumarchaeote KM3_67_E09	|	species	|	ncbi:1456238	|		|	environmental,not_otu	|	
5571602	|	102415	|	uncultured marine thaumarchaeote KM3_40_F03	|	species	|	ncbi:1456143	|		|	environmental,not_otu	|	
5571639	|	102415	|	uncultured marine thaumarchaeote SAT1000_09_H09	|	species	|	ncbi:1456371	|		|	environmental,not_otu	|	
5205224	|	102415	|	thaumarchaeote enrichment culture clone Ec.MTa2b4-01	|	species	|	ncbi:1238109	|		|	environmental	|	
5571627	|	102415	|	uncultured marine thaumarchaeote KM3_61_F01	|	species	|	ncbi:1456213	|		|	environmental,not_otu	|	
5571595	|	102415	|	uncultured marine thaumarchaeote KM3_23_F10	|	species	|	ncbi:1456100	|		|	environmental,not_otu	|	
5571851	|	102415	|	uncultured marine thaumarchaeote KM3_52_H04	|	species	|	ncbi:1456178	|		|	environmental,not_otu	|	
5571808	|	102415	|	uncultured marine thaumarchaeote KM3_135_A07	|	species	|	ncbi:1456003	|		|	environmental,not_otu	|	
5571998	|	102415	|	uncultured marine thaumarchaeote KM3_168_C12	|	species	|	ncbi:1456038	|		|	environmental,not_otu	|	
5571884	|	102415	|	uncultured marine thaumarchaeote KM3_05_F10	|	species	|	ncbi:1455969	|		|	environmental,not_otu	|	
5571634	|	102415	|	uncultured marine thaumarchaeote KM3_88_E12	|	species	|	ncbi:1456336	|		|	environmental,not_otu	|	
5571664	|	102415	|	uncultured marine thaumarchaeote KM3_84_A09	|	species	|	ncbi:1456310	|		|	environmental,not_otu	|	
5571978	|	102415	|	uncultured marine thaumarchaeote KM3_04_H11	|	species	|	ncbi:1455968	|		|	environmental,not_otu	|	
5571938	|	102415	|	uncultured marine thaumarchaeote KM3_25_D06	|	species	|	ncbi:1456104	|		|	environmental,not_otu	|	
5571671	|	102415	|	uncultured marine thaumarchaeote KM3_85_H09	|	species	|	ncbi:1456318	|		|	environmental,not_otu	|	
5571854	|	102415	|	uncultured marine thaumarchaeote SAT1000_06_F08	|	species	|	ncbi:1456362	|		|	environmental,not_otu	|	
5571985	|	102415	|	uncultured marine thaumarchaeote KM3_90_E04	|	species	|	ncbi:1456343	|		|	environmental,not_otu	|	
5571981	|	102415	|	uncultured marine thaumarchaeote KM3_04_E09	|	species	|	ncbi:1455966	|		|	environmental,not_otu	|	
5572024	|	102415	|	uncultured marine thaumarchaeote KM3_162_C12	|	species	|	ncbi:1456032	|		|	environmental,not_otu	|	
5571721	|	102415	|	uncultured marine thaumarchaeote SAT1000_50_F07	|	species	|	ncbi:1456417	|		|	environmental,not_otu	|	
5571598	|	102415	|	uncultured marine thaumarchaeote SAT1000_12_D12	|	species	|	ncbi:1456378	|		|	environmental,not_otu	|	
5571643	|	102415	|	uncultured marine thaumarchaeote KM3_67_B10	|	species	|	ncbi:1456233	|		|	environmental,not_otu	|	
5571742	|	102415	|	uncultured marine thaumarchaeote KM3_01_F02	|	species	|	ncbi:1455952	|		|	environmental,not_otu	|	
5571919	|	102415	|	uncultured marine thaumarchaeote KM3_73_B11	|	species	|	ncbi:1456265	|		|	environmental,not_otu	|	
5571966	|	102415	|	uncultured marine thaumarchaeote KM3_191_D11	|	species	|	ncbi:1456079	|		|	environmental,not_otu	|	
5205144	|	102415	|	thaumarchaeote enrichment culture clone Ec.MTa2b4-04	|	species	|	ncbi:1238112	|		|	environmental	|	
5205114	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa2b1-15	|	species	|	ncbi:1238054	|		|	environmental	|	
5571984	|	102415	|	uncultured marine thaumarchaeote KM3_48_E01	|	species	|	ncbi:1456170	|		|	environmental,not_otu	|	
5571745	|	102415	|	uncultured marine thaumarchaeote KM3_198_G09	|	species	|	ncbi:1456089	|		|	environmental,not_otu	|	
5572054	|	102415	|	uncultured marine thaumarchaeote AD1000_45_G09	|	species	|	ncbi:1455919	|		|	environmental,not_otu	|	
5571673	|	102415	|	uncultured marine thaumarchaeote KM3_73_E02	|	species	|	ncbi:1456267	|		|	environmental,not_otu	|	
5571967	|	102415	|	uncultured marine thaumarchaeote KM3_136_D12	|	species	|	ncbi:1456005	|		|	environmental,not_otu	|	
5571596	|	102415	|	uncultured marine thaumarchaeote KM3_34_B07	|	species	|	ncbi:1456128	|		|	environmental,not_otu	|	
5205125	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa1b9-19	|	species	|	ncbi:1238039	|		|	environmental	|	
5205179	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa-TamoA-13	|	species	|	ncbi:1237992	|		|	environmental	|	
5571613	|	102415	|	uncultured marine thaumarchaeote KM3_161_D03	|	species	|	ncbi:1456031	|		|	environmental,not_otu	|	
5571584	|	102415	|	uncultured marine thaumarchaeote KM3_86_F11	|	species	|	ncbi:1456322	|		|	environmental,not_otu	|	
5572074	|	102415	|	uncultured marine thaumarchaeote KM3_199_E03	|	species	|	ncbi:1456092	|		|	environmental,not_otu	|	
5571786	|	102415	|	uncultured marine thaumarchaeote KM3_05_H01	|	species	|	ncbi:1455971	|		|	environmental,not_otu	|	
5205246	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBb-TamoA-17	|	species	|	ncbi:1238081	|		|	environmental	|	
5571804	|	102415	|	uncultured marine thaumarchaeote SAT1000_48_C08	|	species	|	ncbi:1456415	|		|	environmental,not_otu	|	
5571773	|	102415	|	uncultured marine thaumarchaeote AD1000_14_H02	|	species	|	ncbi:1455893	|		|	environmental,not_otu	|	
5205146	|	102415	|	thaumarchaeote enrichment culture clone Ec.MTa2b4-06	|	species	|	ncbi:1238114	|		|	environmental	|	
5205187	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBb-TamoA-01	|	species	|	ncbi:1238066	|		|	environmental	|	
5572068	|	102415	|	uncultured marine thaumarchaeote KM3_32_G12	|	species	|	ncbi:1456124	|		|	environmental,not_otu	|	
5572078	|	102415	|	uncultured marine thaumarchaeote KM3_162_H04	|	species	|	ncbi:1456033	|		|	environmental,not_otu	|	
5571990	|	102415	|	uncultured marine thaumarchaeote SAT1000_05_A05	|	species	|	ncbi:1456356	|		|	environmental,not_otu	|	
5572025	|	102415	|	uncultured marine thaumarchaeote AD1000_41_B03	|	species	|	ncbi:1455915	|		|	environmental,not_otu	|	
5571999	|	102415	|	uncultured marine thaumarchaeote KM3_195_B01	|	species	|	ncbi:1456083	|		|	environmental,not_otu	|	
5205230	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa1b9-20	|	species	|	ncbi:1238040	|		|	environmental	|	
5571894	|	102415	|	uncultured marine thaumarchaeote KM3_53_C08	|	species	|	ncbi:1456181	|		|	environmental,not_otu	|	
5571674	|	102415	|	uncultured marine thaumarchaeote KM3_103_A05	|	species	|	ncbi:1455980	|		|	environmental,not_otu	|	
5572072	|	102415	|	uncultured marine thaumarchaeote AD1000_14_F02	|	species	|	ncbi:1455892	|		|	environmental,not_otu	|	
5205143	|	102415	|	thaumarchaeote enrichment culture clone Ec.MTa2b4-05	|	species	|	ncbi:1238113	|		|	environmental	|	
5572031	|	102415	|	uncultured marine thaumarchaeote KM3_84_E02	|	species	|	ncbi:1456312	|		|	environmental,not_otu	|	
5205152	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa-TamoA-17	|	species	|	ncbi:1237994	|		|	environmental	|	
5205158	|	102415	|	thaumarchaeote enrichment culture clone Ec.MTa2b1-10	|	species	|	ncbi:1238096	|		|	environmental	|	
5572089	|	102415	|	uncultured marine thaumarchaeote KM3_54_C03	|	species	|	ncbi:1456190	|		|	environmental,not_otu	|	
5571872	|	102415	|	uncultured marine thaumarchaeote KM3_08_B06	|	species	|	ncbi:1455978	|		|	environmental,not_otu	|	
5571922	|	102415	|	uncultured marine thaumarchaeote KM3_16_C10	|	species	|	ncbi:1456042	|		|	environmental,not_otu	|	
5571876	|	102415	|	uncultured marine thaumarchaeote KM3_12_C10	|	species	|	ncbi:1455998	|		|	environmental,not_otu	|	
5571750	|	102415	|	uncultured marine thaumarchaeote KM3_55_A12	|	species	|	ncbi:1456196	|		|	environmental,not_otu	|	
5571571	|	102415	|	uncultured marine thaumarchaeote SAT1000_09_B07	|	species	|	ncbi:1456367	|		|	environmental,not_otu	|	
5571629	|	102415	|	uncultured marine thaumarchaeote AD1000_69_B10	|	species	|	ncbi:1455931	|		|	environmental,not_otu	|	
5571988	|	102415	|	uncultured marine thaumarchaeote KM3_196_E01	|	species	|	ncbi:1456085	|		|	environmental,not_otu	|	
5205124	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa1b9-18	|	species	|	ncbi:1238038	|		|	environmental	|	
5571797	|	102415	|	uncultured marine thaumarchaeote AD1000_36_B08	|	species	|	ncbi:1455910	|		|	environmental,not_otu	|	
5571882	|	102415	|	uncultured marine thaumarchaeote KM3_26_F01	|	species	|	ncbi:1456108	|		|	environmental,not_otu	|	
5571604	|	102415	|	uncultured marine thaumarchaeote KM3_56_C06	|	species	|	ncbi:1456202	|		|	environmental,not_otu	|	
5205113	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa2b1-14	|	species	|	ncbi:1238053	|		|	environmental	|	
5572059	|	102415	|	uncultured marine thaumarchaeote SAT1000_15_E07	|	species	|	ncbi:1456385	|		|	environmental,not_otu	|	
5571781	|	102415	|	uncultured marine thaumarchaeote KM3_53_E03	|	species	|	ncbi:1456184	|		|	environmental,not_otu	|	
5571736	|	102415	|	uncultured marine thaumarchaeote KM3_41_D11	|	species	|	ncbi:1456145	|		|	environmental,not_otu	|	
5571676	|	102415	|	uncultured marine thaumarchaeote KM3_128_G11	|	species	|	ncbi:1455996	|		|	environmental,not_otu	|	
5205110	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa2b1-11	|	species	|	ncbi:1238051	|		|	environmental	|	
5571723	|	102415	|	uncultured marine thaumarchaeote KM3_188_F10	|	species	|	ncbi:1456074	|		|	environmental,not_otu	|	
5571620	|	102415	|	uncultured marine thaumarchaeote AD1000_54_F06	|	species	|	ncbi:1455925	|		|	environmental,not_otu	|	
5571945	|	102415	|	uncultured marine thaumarchaeote KM3_26_G04	|	species	|	ncbi:1456109	|		|	environmental,not_otu	|	
5571640	|	102415	|	uncultured marine thaumarchaeote KM3_175_G11	|	species	|	ncbi:1456056	|		|	environmental,not_otu	|	
5205151	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa-T16S-08	|	species	|	ncbi:1237977	|		|	environmental	|	
5571819	|	102415	|	uncultured marine thaumarchaeote KM3_15_F02	|	species	|	ncbi:1456029	|		|	environmental,not_otu	|	
5572087	|	102415	|	uncultured marine thaumarchaeote KM3_51_F10	|	species	|	ncbi:1456175	|		|	environmental,not_otu	|	
5571796	|	102415	|	uncultured marine thaumarchaeote KM3_195_B03	|	species	|	ncbi:1456084	|		|	environmental,not_otu	|	
5572019	|	102415	|	uncultured marine thaumarchaeote AD1000_39_D02	|	species	|	ncbi:1455912	|		|	environmental,not_otu	|	
5571842	|	102415	|	uncultured marine thaumarchaeote KM3_88_D06	|	species	|	ncbi:1456334	|		|	environmental,not_otu	|	
5205176	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa-TamoA-14	|	species	|	ncbi:1237993	|		|	environmental	|	
5571829	|	102415	|	uncultured marine thaumarchaeote KM3_57_F01	|	species	|	ncbi:1456208	|		|	environmental,not_otu	|	
5572047	|	102415	|	uncultured marine thaumarchaeote KM3_31_F03	|	species	|	ncbi:1456119	|		|	environmental,not_otu	|	
5205116	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa2b1-19	|	species	|	ncbi:1238058	|		|	environmental	|	
5571898	|	102415	|	uncultured marine thaumarchaeote KM3_03_H03	|	species	|	ncbi:1455964	|		|	environmental,not_otu	|	
5205185	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBb-T16S-06	|	species	|	ncbi:1238064	|		|	environmental	|	
5571942	|	102415	|	uncultured marine thaumarchaeote KM3_85_C11	|	species	|	ncbi:1456316	|		|	environmental,not_otu	|	
5571977	|	102415	|	uncultured marine thaumarchaeote KM3_47_F06	|	species	|	ncbi:1456168	|		|	environmental,not_otu	|	
5205111	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa2b1-10	|	species	|	ncbi:1238050	|		|	environmental	|	
5571617	|	102415	|	uncultured marine thaumarchaeote AD1000_106_A06	|	species	|	ncbi:1455888	|		|	environmental,not_otu	|	
5571713	|	102415	|	uncultured marine thaumarchaeote SAT1000_06_A07	|	species	|	ncbi:1456360	|		|	environmental,not_otu	|	
5205121	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa1b9-13	|	species	|	ncbi:1238033	|		|	environmental	|	
5572062	|	102415	|	uncultured marine thaumarchaeote KM3_06_C02	|	species	|	ncbi:1455976	|		|	environmental,not_otu	|	
5572064	|	102415	|	uncultured marine thaumarchaeote KM3_33_B12	|	species	|	ncbi:1456125	|		|	environmental,not_otu	|	
5571761	|	102415	|	uncultured marine thaumarchaeote KM3_15_A07	|	species	|	ncbi:1456025	|		|	environmental,not_otu	|	
5571860	|	102415	|	uncultured marine thaumarchaeote KM3_11_E10	|	species	|	ncbi:1455991	|		|	environmental,not_otu	|	
5205115	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa2b1-17	|	species	|	ncbi:1238056	|		|	environmental	|	
5571770	|	102415	|	uncultured marine thaumarchaeote KM3_89_A10	|	species	|	ncbi:1456338	|		|	environmental,not_otu	|	
5571719	|	102415	|	uncultured marine thaumarchaeote KM3_38_E04	|	species	|	ncbi:1456139	|		|	environmental,not_otu	|	
5572053	|	102415	|	uncultured marine thaumarchaeote KM3_82_D11	|	species	|	ncbi:1456305	|		|	environmental,not_otu	|	
5571918	|	102415	|	uncultured marine thaumarchaeote KM3_24_H04	|	species	|	ncbi:1456101	|		|	environmental,not_otu	|	
5571915	|	102415	|	uncultured marine thaumarchaeote KM3_73_F02	|	species	|	ncbi:1456268	|		|	environmental,not_otu	|	
5572033	|	102415	|	uncultured marine thaumarchaeote KM3_87_C09	|	species	|	ncbi:1456327	|		|	environmental,not_otu	|	
5571874	|	102415	|	uncultured marine thaumarchaeote KM3_105_E03	|	species	|	ncbi:1455981	|		|	environmental,not_otu	|	
5205129	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa1b4-18	|	species	|	ncbi:1238019	|		|	environmental	|	
5571838	|	102415	|	uncultured marine thaumarchaeote AD1000_46_F05	|	species	|	ncbi:1455921	|		|	environmental,not_otu	|	
5205217	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa-T16S-02	|	species	|	ncbi:1237971	|		|	environmental	|	
5205244	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBb-TamoA-21	|	species	|	ncbi:1238085	|		|	environmental	|	
5205099	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa-TamoA-04	|	species	|	ncbi:1237985	|		|	environmental	|	
5571557	|	102415	|	uncultured marine thaumarchaeote KM3_71_H03	|	species	|	ncbi:1456259	|		|	environmental,not_otu	|	
5571960	|	102415	|	uncultured marine thaumarchaeote AD1000_80_D11	|	species	|	ncbi:1455942	|		|	environmental,not_otu	|	
5571688	|	102415	|	uncultured marine thaumarchaeote KM3_73_E01	|	species	|	ncbi:1456266	|		|	environmental,not_otu	|	
5572039	|	102415	|	uncultured marine thaumarchaeote KM3_53_F08	|	species	|	ncbi:1456186	|		|	environmental,not_otu	|	
5571566	|	102415	|	uncultured marine thaumarchaeote KM3_70_E10	|	species	|	ncbi:1456254	|		|	environmental,not_otu	|	
5205157	|	102415	|	thaumarchaeote enrichment culture clone Ec.MTa2b1-06	|	species	|	ncbi:1238094	|		|	environmental	|	
5572058	|	102415	|	uncultured marine thaumarchaeote KM3_16_E08	|	species	|	ncbi:1456044	|		|	environmental,not_otu	|	
5571982	|	102415	|	uncultured marine thaumarchaeote AD1000_100_C06	|	species	|	ncbi:1455887	|		|	environmental,not_otu	|	
5571923	|	102415	|	uncultured marine thaumarchaeote AD1000_70_G10	|	species	|	ncbi:1455934	|		|	environmental,not_otu	|	
5572060	|	102415	|	uncultured marine thaumarchaeote KM3_168_C06	|	species	|	ncbi:1456037	|		|	environmental,not_otu	|	
5205095	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa-TamoA-02	|	species	|	ncbi:1237983	|		|	environmental	|	
5572083	|	102415	|	uncultured marine thaumarchaeote SAT1000_22_C02	|	species	|	ncbi:1456394	|		|	environmental,not_otu	|	
5205255	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa-TamoA-22	|	species	|	ncbi:1237999	|		|	environmental	|	
5571547	|	102415	|	uncultured marine thaumarchaeote KM3_70_F07	|	species	|	ncbi:1456256	|		|	environmental,not_otu	|	
5572088	|	102415	|	uncultured marine thaumarchaeote KM3_06_B11	|	species	|	ncbi:1455975	|		|	environmental,not_otu	|	
5571852	|	102415	|	uncultured marine thaumarchaeote AD1000_19_G07	|	species	|	ncbi:1455897	|		|	environmental,not_otu	|	
5571864	|	102415	|	uncultured marine thaumarchaeote KM3_45_A02	|	species	|	ncbi:1456154	|		|	environmental,not_otu	|	
5572018	|	102415	|	uncultured marine thaumarchaeote KM3_74_C01	|	species	|	ncbi:1456269	|		|	environmental,not_otu	|	
5205126	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa1b4-17	|	species	|	ncbi:1238018	|		|	environmental	|	
5571805	|	102415	|	uncultured marine thaumarchaeote KM3_179_B04	|	species	|	ncbi:1456061	|		|	environmental,not_otu	|	
5571606	|	102415	|	uncultured marine thaumarchaeote KM3_200_B02	|	species	|	ncbi:1456093	|		|	environmental,not_otu	|	
5571767	|	102415	|	uncultured marine thaumarchaeote AD1000_06_F06	|	species	|	ncbi:1455885	|		|	environmental,not_otu	|	
5571661	|	102415	|	uncultured marine thaumarchaeote KM3_79_H09	|	species	|	ncbi:1456299	|		|	environmental,not_otu	|	
5571612	|	102415	|	uncultured marine thaumarchaeote KM3_95_D02	|	species	|	ncbi:1456347	|		|	environmental,not_otu	|	
5205097	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa-TamoA-08	|	species	|	ncbi:1237987	|		|	environmental	|	
5571950	|	102415	|	uncultured marine thaumarchaeote AD1000_79_B02	|	species	|	ncbi:1455941	|		|	environmental,not_otu	|	
5205221	|	102415	|	thaumarchaeote enrichment culture clone Ec.MTa2b1-18	|	species	|	ncbi:1238102	|		|	environmental	|	
5571827	|	102415	|	uncultured marine thaumarchaeote SAT1000_27_H05	|	species	|	ncbi:1456402	|		|	environmental,not_otu	|	
5571587	|	102415	|	uncultured marine thaumarchaeote KM3_65_A09	|	species	|	ncbi:1456223	|		|	environmental,not_otu	|	
5205096	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa-T16S-13	|	species	|	ncbi:1237982	|		|	environmental	|	
5571769	|	102415	|	uncultured marine thaumarchaeote KM3_55_G04	|	species	|	ncbi:1456199	|		|	environmental,not_otu	|	
5571791	|	102415	|	uncultured marine thaumarchaeote KM3_29_F10	|	species	|	ncbi:1456114	|		|	environmental,not_otu	|	
5572001	|	102415	|	uncultured marine thaumarchaeote KM3_46_G10	|	species	|	ncbi:1456161	|		|	environmental,not_otu	|	
5571562	|	102415	|	uncultured marine thaumarchaeote AD1000_44_B05	|	species	|	ncbi:1455917	|		|	environmental,not_otu	|	
5571593	|	102415	|	uncultured marine thaumarchaeote KM3_115_A11	|	species	|	ncbi:1455988	|		|	environmental,not_otu	|	
5571971	|	102415	|	uncultured marine thaumarchaeote KM3_201_G07	|	species	|	ncbi:1456095	|		|	environmental,not_otu	|	
5571706	|	102415	|	uncultured marine thaumarchaeote KM3_79_E03	|	species	|	ncbi:1456296	|		|	environmental,not_otu	|	
5205199	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa1b4-19	|	species	|	ncbi:1238020	|		|	environmental	|	
5571738	|	102415	|	uncultured marine thaumarchaeote KM3_197_B03	|	species	|	ncbi:1456087	|		|	environmental,not_otu	|	
5571741	|	102415	|	uncultured marine thaumarchaeote KM3_156_A10	|	species	|	ncbi:1456021	|		|	environmental,not_otu	|	
5572084	|	102415	|	uncultured marine thaumarchaeote KM3_70_B05	|	species	|	ncbi:1456248	|		|	environmental,not_otu	|	
5571863	|	102415	|	uncultured marine thaumarchaeote KM3_29_B12	|	species	|	ncbi:1456113	|		|	environmental,not_otu	|	
5571631	|	102415	|	uncultured marine thaumarchaeote KM3_43_G12	|	species	|	ncbi:1456151	|		|	environmental,not_otu	|	
5205132	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa1b4-15	|	species	|	ncbi:1238016	|		|	environmental	|	
5572005	|	102415	|	uncultured marine thaumarchaeote KM3_30_B02	|	species	|	ncbi:1456115	|		|	environmental,not_otu	|	
5571792	|	102415	|	uncultured marine thaumarchaeote KM3_172_D05	|	species	|	ncbi:1456048	|		|	environmental,not_otu	|	
5571855	|	102415	|	uncultured marine thaumarchaeote KM3_74_G04	|	species	|	ncbi:1456274	|		|	environmental,not_otu	|	
5205233	|	102415	|	thaumarchaeote enrichment culture clone Ec.MTa2b4-16	|	species	|	ncbi:1238124	|		|	environmental	|	
5205109	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBb-TamoA-11	|	species	|	ncbi:1238075	|		|	environmental	|	
5571979	|	102415	|	uncultured marine thaumarchaeote SAT1000_23_E11	|	species	|	ncbi:1456396	|		|	environmental,not_otu	|	
5571836	|	102415	|	uncultured marine thaumarchaeote KM3_67_E02	|	species	|	ncbi:1456235	|		|	environmental,not_otu	|	
5205135	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa1b4-09	|	species	|	ncbi:1238011	|		|	environmental	|	
5571832	|	102415	|	uncultured marine thaumarchaeote KM3_04_H06	|	species	|	ncbi:1455967	|		|	environmental,not_otu	|	
5571968	|	102415	|	uncultured marine thaumarchaeote KM3_86_B06	|	species	|	ncbi:1456319	|		|	environmental,not_otu	|	
5571707	|	102415	|	uncultured marine thaumarchaeote KM3_197_F10	|	species	|	ncbi:1456088	|		|	environmental,not_otu	|	
5205141	|	102415	|	thaumarchaeote enrichment culture clone Ec.MTa2b4-03	|	species	|	ncbi:1238111	|		|	environmental	|	
5205140	|	102415	|	thaumarchaeote enrichment culture clone Ec.MTa2b4-10	|	species	|	ncbi:1238118	|		|	environmental	|	
5572013	|	102415	|	uncultured marine thaumarchaeote SAT1000_17_H05	|	species	|	ncbi:1456390	|		|	environmental,not_otu	|	
5572008	|	102415	|	uncultured marine thaumarchaeote KM3_10_C07	|	species	|	ncbi:1455986	|		|	environmental,not_otu	|	
5572021	|	102415	|	uncultured marine thaumarchaeote KM3_62_H02	|	species	|	ncbi:1456217	|		|	environmental,not_otu	|	
5572077	|	102415	|	uncultured marine thaumarchaeote KM3_64_C01	|	species	|	ncbi:1456221	|		|	environmental,not_otu	|	
5571987	|	102415	|	uncultured marine thaumarchaeote SAT1000_51_C10	|	species	|	ncbi:1456419	|		|	environmental,not_otu	|	
5571729	|	102415	|	uncultured marine thaumarchaeote KM3_151_D03	|	species	|	ncbi:1456016	|		|	environmental,not_otu	|	
5205182	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa-TamoA-20	|	species	|	ncbi:1237997	|		|	environmental	|	
5571825	|	102415	|	uncultured marine thaumarchaeote SAT1000_25_G11	|	species	|	ncbi:1456398	|		|	environmental,not_otu	|	
5205198	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa1b4-20	|	species	|	ncbi:1238021	|		|	environmental	|	
5572046	|	102415	|	uncultured marine thaumarchaeote KM3_53_D03	|	species	|	ncbi:1456182	|		|	environmental,not_otu	|	
5205142	|	102415	|	thaumarchaeote enrichment culture clone Ec.MTa2b4-02	|	species	|	ncbi:1238110	|		|	environmental	|	
5571954	|	102415	|	uncultured marine thaumarchaeote KM3_190_B07	|	species	|	ncbi:1456077	|		|	environmental,not_otu	|	
5572073	|	102415	|	uncultured marine thaumarchaeote KM3_40_C06	|	species	|	ncbi:1456142	|		|	environmental,not_otu	|	
5205254	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa-TamoA-11	|	species	|	ncbi:1237990	|		|	environmental	|	
5571972	|	102415	|	uncultured marine thaumarchaeote KM3_106_G11	|	species	|	ncbi:1455984	|		|	environmental,not_otu	|	
5205212	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa-TamoA-24	|	species	|	ncbi:1238001	|		|	environmental	|	
5571733	|	102415	|	uncultured marine thaumarchaeote KM3_87_C05	|	species	|	ncbi:1456326	|		|	environmental,not_otu	|	
5205240	|	102415	|	thaumarchaeote enrichment culture clone Ec.FBa1b9-16	|	species	|	ncbi:1238036	|		|	environmental	|	
5571776	|	102415	|	uncultured marine thaumarchaeote KM3_163_G06	|	species	|	ncbi:1456034	|		|	environmental,not_otu	|	
5571644	|	102415	|	uncultured marine thaumarchaeote KM3_54_F04	|	species	|	ncbi:1456191	|		|	environmental,not_otu	|	
5571623	|	102415	|	uncultured marine thaumarchaeote AD1000_98_C07	|	species	|	ncbi:1455949	|		|	environmental,not_otu	|	
5572000	|	102415	|	uncultured marine thaumarchaeote KM3_81_E07	|	species	|	ncbi:1456300	|		|	environmental,not_otu	|	
5571555	|	102415	|	uncultured marine thaumarchaeote SAT1000_07_E02	|	species	|	ncbi:1456363	|		|	environmental,not_otu	|	
5572004	|	102415	|	uncultured marine thaumarchaeote AD1000_46_C12	|	species	|	ncbi:1455920	|		|	environmental,not_otu	|	
5571908	|	102415	|	uncultured marine thaumarchaeote KM3_31_F07	|	species	|	ncbi:1456120	|		|	environmental,not_otu	|	
5571572	|	102415	|	uncultured marine thaumarchaeote KM3_12_B11	|	species	|	ncbi:1455997	|		|	environmental,not_otu	|	
